RowId,Location
1,65.62797546386719
2,37.617018699645996
3,29.379647254943848
4,36.43722152709961
5,59.69078063964844
6,38.03331470489502
7,70.70376777648926
8,39.505943298339844
9,34.98845958709717
10,37.1030387878418
11,22.95388126373291
12,36.17150688171387
13,58.5754280090332
14,24.222347259521484
15,78.97233581542969
16,25.727499961853027
17,36.42085361480713
18,22.164124488830566
19,15.63387680053711
20,23.501156330108643
21,48.997833251953125
22,52.304283142089844
23,66.1479721069336
24,78.82917594909668
25,36.461886405944824
26,79.12156677246094
27,47.52172565460205
28,68.10787010192871
29,47.535152435302734
30,84.93841552734375
31,68.38229370117188
32,36.5401554107666
33,27.52027702331543
34,37.1649227142334
35,60.22275352478027
36,37.93999671936035
37,73.69756507873535
38,37.99317455291748
39,33.66690158843994
40,38.387163162231445
41,20.103424072265625
42,38.86508846282959
43,55.8391170501709
44,31.1557674407959
45,79.83087158203125
46,28.58345890045166
47,35.38985824584961
48,31.20436191558838
49,12.956171035766602
50,32.3041877746582
51,49.137725830078125
52,58.96826934814453
53,68.04433822631836
54,78.34756851196289
55,35.50004482269287
56,80.08176040649414
57,47.98158359527588
58,72.44659423828125
59,49.0814208984375
60,88.75072860717773
61,65.79186630249023
62,36.544386863708496
63,30.997323989868164
64,37.837077140808105
65,60.912757873535156
66,37.89855480194092
67,72.79927825927734
68,38.19483947753906
69,37.32147789001465
70,39.363152503967285
71,24.453795433044434
72,39.6004114151001
73,57.28176498413086
74,29.0214786529541
75,74.09095001220703
76,26.6716947555542
77,38.134803771972656
78,29.38828468322754
79,18.15728187561035
80,32.53117275238037
81,48.94292449951172
82,56.99589157104492
83,65.25451469421387
84,78.30855560302734
85,39.30996608734131
86,79.74456596374512
87,50.03469657897949
88,69.35823440551758
89,49.57317924499512
90,85.7046890258789
91,65.41427993774414
92,38.024250984191895
93,31.45253849029541
94,39.965420722961426
95,59.397560119628906
96,39.90541934967041
97,73.72616958618164
98,40.763915061950684
99,37.0352725982666
100,40.9050407409668
101,23.61397075653076
102,41.49393653869629
103,56.01153373718262
104,31.33283042907715
105,77.0196361541748
106,30.47706699371338
107,38.31550598144531
108,30.943347930908203
109,17.349493503570557
110,35.032081604003906
111,48.10565757751465
112,53.00450134277344
113,67.71466827392578
114,81.26856994628906
115,36.85077667236328
116,82.0982780456543
117,48.38422966003418
118,70.40065383911133
119,48.63522720336914
120,82.72990036010742
121,67.05016136169434
122,37.08087158203125
123,28.160768508911133
124,39.76469707489014
125,60.770565032958984
126,37.738348960876465
127,72.9107666015625
128,38.95524501800537
129,34.66971302032471
130,38.446271896362305
131,22.493785858154297
132,39.72744655609131
133,57.10446739196777
134,27.007493019104004
135,78.96705436706543
136,27.065823554992676
137,37.378286361694336
138,28.500308990478516
139,13.772109031677246
140,32.105841636657715
141,48.618873596191406
142,53.325679779052734
143,67.32033920288086
144,80.11810684204102
145,38.17342758178711
146,79.59625053405762
147,48.617408752441406
148,70.86993026733398
149,49.498592376708984
150,85.64926528930664
151,66.89233016967773
152,37.16458225250244
153,27.7771053314209
154,38.180108070373535
155,60.926897048950195
156,38.00113391876221
157,76.48951721191406
158,40.45931339263916
159,36.17850208282471
160,38.6251859664917
